row_id,intervention,image_id,image_path,target_phrase,target_box,other_regions,tplus,edited_caption,target_change_valid,controls_preserved,grammar_acceptable,audit_decision,reviewer,notes
0ad4605e81f3713db61d042b,tmatched,4818675994,pilot/data/images/4818675994.jpg,A woman,"[249, 49, 358, 331]","[{""id"": ""206756"", ""box"": [76, 103, 173, 230], ""phrase"": ""a blue shirt""}, {""id"": ""206755"", ""box"": [122, 48, 177, 102], ""phrase"": ""a blue scarf""}]",A woman in a blue shirt and wearing a blue scarf on her head is holding a large inflated ball .,A person in a blue shirt and wearing a blue scarf on her head is holding a large inflated ball .,yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
654a5bd72222639c48f77775,tmatched,179778822,pilot/data/images/179778822.jpg,a yellow cup,"[286, 243, 326, 275]","[{""id"": ""20712"", ""box"": [112, 213, 213, 312], ""phrase"": ""a yellow shirt""}, {""id"": ""20709"", ""box"": [39, 16, 142, 329], ""phrase"": ""a woman""}, {""id"": ""20717"", ""box"": [41, 79, 124, 183], ""phrase"": ""a yellow shit""}, {""id"": ""20714"", ""box"": [49, 170, 125, 271], ""phrase"": ""red shorts""}]","A little girl with blond-hair , a yellow shirt , and a yellow cup is looking at a mirror with a woman wearing a yellow shit and red shorts behind her .","A little girl with blond-hair , a yellow shirt , and a unspecified thing is looking at a mirror with a woman wearing a yellow shit and red shorts behind her .",yes,yes,no,invalid,Codex visual review (not human),Malformed article: “a unspecified thing”.
344e7c07282b75c5f36f3c50,tminus,3403263046,pilot/data/images/3403263046.jpg,a red uniform,"[176, 197, 333, 480]","[{""id"": ""115789"", ""box"": [0, 366, 120, 500], ""phrase"": ""a basketball""}]",A female basketball player wearing a red uniform is holding a basketball and looking up while an arm is trying to block her .,A female basketball player wearing is holding a basketball and looking up while an arm is trying to block her .,yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
814004f1a37473f16faf83f5,tminus,2537002791,pilot/data/images/2537002791.jpg,blue hat,"[126, 54, 198, 103]","[{""id"": ""56214"", ""box"": [5, 120, 186, 328], ""phrase"": ""an orange vest""}, {""id"": ""56216"", ""box"": [165, 170, 500, 334], ""phrase"": ""a large piece of equipment""}]",A man in an orange vest and blue hat smiles next to a large piece of equipment .,A man in an orange vest and smiles next to a large piece of equipment .,yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
d2063bcd695848bf2484c583,tminus,4791975111,pilot/data/images/4791975111.jpg,A woman,"[412, 20, 469, 269]","[{""id"": ""203153"", ""box"": [60, 40, 146, 216], ""phrase"": ""a man""}, {""id"": ""203155"", ""box"": [40, 84, 192, 219], ""phrase"": ""a moped""}, {""id"": ""203156"", ""box"": [81, 59, 139, 125], ""phrase"": ""a red shirt""}]",A woman in a black and white shirt crossed a street while a man on a moped dressed in a red shirt and jeans looks back towards her .,in a black and white shirt crossed a street while a man on a moped dressed in a red shirt and jeans looks back towards her .,yes,yes,no,invalid,Codex visual review (not human),Deleting the subject leaves a sentence fragment.
9924c7608b9f9e7cef1acd99,tnatural,72010346,pilot/data/images/72010346.jpg,one another 's head,"[44, 61, 142, 182]","[{""id"": ""267053"", ""box"": [177, 188, 316, 439], ""phrase"": ""a pink shirt""}]",A man in a white shirt and a woman in a pink shirt touching one another 's head .,A man in a white shirt dances with a woman in a pink shirt .,yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
25b9517c8905bffecc42ee84,tnatural,4555935886,pilot/data/images/4555935886.jpg,an apron,"[110, 204, 180, 319]","[{""id"": ""178033"", ""box"": [31, 149, 500, 195], ""phrase"": ""the line""}, {""id"": ""178034"", ""box"": [266, 244, 500, 345], ""phrase"": ""a white picket fence""}]",A woman in an apron puts clothes on the line next to a white picket fence .,A woman hanging out her laundry on the line .,yes,no,yes,invalid,Codex visual review (not human),Natural caption omits the white-picket-fence control.
610b71dc2a8635cfce14bed7,tnatural,444051472,pilot/data/images/444051472.jpg,brown pants,"[74, 247, 246, 378]","[{""id"": ""168301"", ""box"": [138, 38, 198, 81], ""phrase"": ""light brown hair""}, {""id"": ""168302"", ""box"": [69, 80, 267, 212], ""phrase"": ""a gray sweater""}, {""id"": ""168303"", ""box"": [138, 101, 203, 143], ""phrase"": ""blue shirt""}, {""id"": ""168298"", ""box"": [98, 158, 215, 204], ""phrase"": ""a book""}]","An elderly man with light brown hair , wearing a gray sweater , blue shirt , brown pants and tan shoes , reads a book sitting at a bench , as two ducks feed themselves on the grass .",A man with parted hair and wearing glasses is seated outdoors on a bench where he is reading .,yes,no,yes,invalid,Codex visual review (not human),Natural caption omits clothing and book details.
51839400b91f0d5345cc23fd,tmatched,2313551145,pilot/data/images/2313551145.jpg,his shoulder,"[297, 221, 332, 237]","[{""id"": ""40924"", ""box"": [0, 0, 268, 333], ""phrase"": ""a building""}]",A man carrying boxes on his shoulder is walking past a building with a Coca-Cola sign on it .,A man carrying boxes on unspecified body is walking past a building with a Coca-Cola sign on it .,uncertain,yes,no,uncertain,Codex visual review (not human),Shoulder→body is an imprecise generalization and “on unspecified body” is malformed.
361dc995aae9f5a568396a55,tmatched,444051472,pilot/data/images/444051472.jpg,a gray sweater,"[69, 80, 267, 212]","[{""id"": ""168304"", ""box"": [74, 247, 246, 378], ""phrase"": ""brown pants""}, {""id"": ""168308"", ""box"": [0, 344, 500, 500], ""phrase"": ""the grass""}]","An elderly man with light brown hair , wearing a gray sweater , blue shirt , brown pants and tan shoes , reads a book sitting at a bench , as two ducks feed themselves on the grass .","An elderly man with light brown hair , wearing a unspecified clothing , blue shirt , brown pants and tan shoes , reads a book sitting at a bench , as two ducks feed themselves on the grass .",yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
a66a24a33d263b850a82d218,tmatched,4857776520,pilot/data/images/4857776520.jpg,a lit cigarette,"[79, 233, 118, 252]","[{""id"": ""211640"", ""box"": [278, 46, 499, 373], ""phrase"": ""a woman""}, {""id"": ""211643"", ""box"": [312, 245, 493, 375], ""phrase"": ""a black halter""}, {""id"": ""211644"", ""box"": [385, 138, 486, 360], ""phrase"": ""a striped shirt""}, {""id"": ""211646"", ""box"": [289, 201, 330, 260], ""phrase"": ""her shoulder""}]",A man in a white shirt holding a lit cigarette and wearing sunglasses looks up towards the sky next to a woman wearing a black halter with a striped shirt thrown over her shoulder .,A man in a white shirt holding a unspecified thing and wearing sunglasses looks up towards the sky next to a woman wearing a black halter with a striped shirt thrown over her shoulder .,yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
0c545bfe8526ed4c48494f32,tminus,6338704,pilot/data/images/6338704.jpg,the street,"[2, 164, 500, 333]","[{""id"": ""253105"", ""box"": [400, 95, 449, 150], ""phrase"": ""an orange vest""}]",Three people cross the street while a crossing guard in an orange vest stops traffic .,Three people cross while a crossing guard in an orange vest stops traffic .,yes,yes,no,invalid,Codex visual review (not human),Street deletion leaves an incomplete use of “cross”.
3950c15d24ca510a14c2c3c7,tminus,3996889070,pilot/data/images/3996889070.jpg,a backpack,"[292, 77, 364, 139]","[{""id"": ""151327"", ""box"": [248, 173, 441, 323], ""phrase"": ""a floral patterned skirt""}, {""id"": ""151326"", ""box"": [25, 185, 424, 397], ""phrase"": ""a baby deer""}]",A young child wearing an overall dress with a floral patterned skirt and a white t-shirt pets a baby deer with a backpack on her back .,A young child wearing an overall dress with a floral patterned skirt and a white t-shirt pets a baby deer with on her back .,yes,yes,no,invalid,Codex visual review (not human),Backpack deletion leaves “with … on her back” without an object.
bc20703a37f11b1973d8aa36,tminus,313385842,pilot/data/images/313385842.jpg,a black t-shirt,"[165, 175, 217, 264]","[{""id"": ""95792"", ""box"": [279, 251, 332, 297], ""phrase"": ""black shorts""}, {""id"": ""95794"", ""box"": [174, 147, 215, 175], ""phrase"": ""black baseball cap""}, {""id"": ""95787"", ""box"": [273, 161, 337, 349], ""phrase"": ""a man""}, {""id"": ""95795"", ""box"": [271, 182, 339, 260], ""phrase"": ""a striped shirt""}]","A man dressed in black shorts , a black t-shirt , and a backwards black baseball cap is talking to a man wearing a striped shirt and shorts while standing behind a truck .","A man dressed in black shorts , , and a backwards black baseball cap is talking to a man wearing a striped shirt and shorts while standing behind a truck .",yes,yes,no,invalid,Codex visual review (not human),Deletion leaves an empty list item.
5c81ab7a3df69092bdc51d76,tnatural,2313551145,pilot/data/images/2313551145.jpg,his shoulder,"[297, 221, 332, 237]","[{""id"": ""40924"", ""box"": [0, 0, 268, 333], ""phrase"": ""a building""}]",A man carrying boxes on his shoulder is walking past a building with a Coca-Cola sign on it .,The side of a building next to a church is painted with a brightly colored Coca-Cola sign .,yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
84216ac3c9444140c6356b49,tnatural,86120682,pilot/data/images/86120682.jpg,a navy blue stripe tank top cargo,"[125, 155, 280, 335]","[{""id"": ""281992"", ""box"": [295, 116, 331, 217], ""phrase"": ""a yellow glow""}, {""id"": ""282003"", ""box"": [292, 91, 385, 296], ""phrase"": ""an incinerator""}]",A lady wearing a navy blue stripe tank top cargo pants has a yellow glow of on her left hand holding a long stick getting ready to burn glass in front of an incinerator,"Lady with her hair up in a bun , in a tank top and khakis looking at a bright light .",no,no,yes,invalid,Codex visual review (not human),Tank top remains explicit and incinerator coverage changes.
a262ac2c32f9eb3f92652a51,tnatural,3311724634,pilot/data/images/3311724634.jpg,a guy,"[4, 83, 193, 375]","[{""id"": ""108567"", ""box"": [234, 112, 357, 375], ""phrase"": ""A woman""}, {""id"": ""108571"", ""box"": [369, 141, 478, 375], ""phrase"": ""a man""}, {""id"": ""108574"", ""box"": [407, 146, 445, 195], ""phrase"": ""clown makeup""}, {""id"": ""108575"", ""box"": [355, 143, 470, 327], ""phrase"": ""a guitar""}]","A woman is holding a toy snake , she is on stage with a guy speaking through a microphone , and a man in clown makeup holding a guitar .",A group of performers sing and play under the spotlight .,no,no,yes,invalid,Codex visual review (not human),The guy remains implicit in “group of performers”; detailed controls are dropped.
d3699c12ae73bad52cd7be94,tmatched,4400746838,pilot/data/images/4400746838.jpg,yellow dress,"[112, 340, 453, 500]","[{""id"": ""166359"", ""box"": [205, 160, 343, 272], ""phrase"": ""her hand""}]",A blond girl covering her eyes with her hand in yellow dress .,A blond girl covering her eyes with her hand in unspecified clothing .,yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
8dcc2fe61576302894022be7,tmatched,4555935886,pilot/data/images/4555935886.jpg,an apron,"[110, 204, 180, 319]","[{""id"": ""178033"", ""box"": [31, 149, 500, 195], ""phrase"": ""the line""}, {""id"": ""178034"", ""box"": [266, 244, 500, 345], ""phrase"": ""a white picket fence""}]",A woman in an apron puts clothes on the line next to a white picket fence .,A woman in an clothing puts clothes on the line next to a white picket fence .,yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
bdc26d86baa054b851e39968,tmatched,3126753745,pilot/data/images/3126753745.jpg,his band-mates,"[385, 12, 445, 112]","[{""id"": ""95332"", ""box"": [51, 22, 335, 332], ""phrase"": ""A drummer""}, {""id"": ""95333"", ""box"": [81, 19, 182, 94], ""phrase"": ""a red hat""}, {""id"": ""95334"", ""box"": [56, 103, 277, 308], ""phrase"": ""black shirt""}]",A drummer in a red hat and black shirt hits the snare drum on his kit during a performance with his band-mates .,A drummer in a red hat and black shirt hits the snare drum on his kit during a performance with unspecified person .,yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
8d38482970bec1a4656e5203,tminus,4917931600,pilot/data/images/4917931600.jpg,a brown hat,"[112, 74, 210, 232]","[{""id"": ""218206"", ""box"": [211, 142, 271, 219], ""phrase"": ""A man""}]","A man in a blue jumpsuit and a brown hat wearing a black tie , boots and goggles sits with his legs crossed in the street .","A man in a blue jumpsuit and wearing a black tie , boots and goggles sits with his legs crossed in the street .",yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
2f96a497759c041dcd5ec0a5,tminus,3772446893,pilot/data/images/3772446893.jpg,red pillows,"[270, 236, 470, 375]","[{""id"": ""141906"", ""box"": [107, 188, 247, 374], ""phrase"": ""A girl""}, {""id"": ""141908"", ""box"": [110, 247, 230, 374], ""phrase"": ""a purple dress""}]","A girl in a purple dress is sitting on furniture with red pillows , while smiling for the camera .","A girl in a purple dress is sitting on furniture with , while smiling for the camera .",yes,yes,no,invalid,Codex visual review (not human),Deletion leaves an empty prepositional object.
35b1be48ea2fbe9c97a7b47e,tminus,86120682,pilot/data/images/86120682.jpg,a yellow glow,"[295, 116, 331, 217]","[{""id"": ""281990"", ""box"": [121, 69, 286, 338], ""phrase"": ""A lady""}, {""id"": ""282000"", ""box"": [125, 155, 280, 335], ""phrase"": ""a navy blue stripe tank top cargo""}, {""id"": ""282002"", ""box"": [118, 158, 171, 247], ""phrase"": ""her left hand""}, {""id"": ""281999"", ""box"": [0, 228, 163, 250], ""phrase"": ""a long stick""}]",A lady wearing a navy blue stripe tank top cargo pants has a yellow glow of on her left hand holding a long stick getting ready to burn glass in front of an incinerator,A lady wearing a navy blue stripe tank top cargo pants has of on her left hand holding a long stick getting ready to burn glass in front of an incinerator,yes,yes,no,invalid,Codex visual review (not human),Deletion corrupts “has … on her left hand”.
0d2129444b32d4723d737e20,tnatural,221596640,pilot/data/images/221596640.jpg,long hair,"[9, 2, 295, 152]","[{""id"": ""34756"", ""box"": [0, 249, 366, 500], ""phrase"": ""a guitar""}]",A man with long hair and a beard is strumming a guitar .,The bearded man keeps his blue Bic pen in hand while he plays the guitar .,yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
f8ca4d2bf56ab4ad52fddf73,tnatural,3262645599,pilot/data/images/3262645599.jpg,yellow coveralls,"[218, 173, 275, 301]","[{""id"": ""105338"", ""box"": [301, 46, 409, 293], ""phrase"": ""the other""}, {""id"": ""105341"", ""box"": [304, 75, 403, 183], ""phrase"": ""a red anorak""}]","Two men , one in yellow coveralls and the other in a red anorak , are untangling a large green fishing net .",Two fishermen try to untangle their large fishing net on the side of the road on a cloudy day .,yes,no,yes,invalid,Codex visual review (not human),Natural caption omits the red-anorak control.
0de201147e588fd10b1c84ac,tnatural,3126753745,pilot/data/images/3126753745.jpg,his band-mates,"[385, 12, 445, 112]","[{""id"": ""95332"", ""box"": [51, 22, 335, 332], ""phrase"": ""A drummer""}, {""id"": ""95333"", ""box"": [81, 19, 182, 94], ""phrase"": ""a red hat""}, {""id"": ""95334"", ""box"": [56, 103, 277, 308], ""phrase"": ""black shirt""}]",A drummer in a red hat and black shirt hits the snare drum on his kit during a performance with his band-mates .,A man with a red hat and a long-sleeve shirt on is playing the drums .,yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
654ba351c2afa275f950d3aa,tmatched,2123995873,pilot/data/images/2123995873.jpg,a construction uniform,"[429, 282, 448, 303]","[{""id"": ""30052"", ""box"": [1, 316, 499, 332], ""phrase"": ""the sidewalk""}]",A person wearing a construction uniform is leaning against a traffic light pole on the sidewalk .,A person wearing a unspecified clothing is leaning against a traffic light pole on the sidewalk .,yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
b358e089be1dee0a35c8a426,tmatched,2515822745,pilot/data/images/2515822745.jpg,an Asian lady,"[4, 50, 215, 330]","[{""id"": ""54599"", ""box"": [219, 9, 469, 333], ""phrase"": ""An Asian man""}, {""id"": ""54601"", ""box"": [246, 59, 296, 111], ""phrase"": ""a microphone""}]",An Asian man reading a piece of paper into a microphone with an Asian lady in a light blue jacket standing next to him looking at a folder .,An Asian man reading a piece of paper into a microphone with an unspecified person in a light blue jacket standing next to him looking at a folder .,yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
bde35e6048d362323ce094ea,tmatched,4966861386,pilot/data/images/4966861386.jpg,A firefighter,"[263, 49, 431, 373]","[{""id"": ""224133"", ""box"": [47, 87, 258, 375], ""phrase"": ""another man""}, {""id"": ""224131"", ""box"": [0, 0, 121, 138], ""phrase"": ""a fire hose""}, {""id"": ""224132"", ""box"": [3, 2, 158, 157], ""phrase"": ""a metal cabinet""}]","A firefighter wearing a hard hat , carrying a tank on his back stands behind another man who is reaching in behind a fire hose in a metal cabinet .","A person wearing a hard hat , carrying a tank on his back stands behind another man who is reaching in behind a fire hose in a metal cabinet .",yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
9fbf2b74d99d79e47b273005,tminus,3422458549,pilot/data/images/3422458549.jpg,a ball,"[55, 296, 102, 341]","[{""id"": ""117056"", ""box"": [163, 111, 389, 399], ""phrase"": ""an orange outfit""}]",A tennis player in an orange outfit hits a ball .,A tennis player in an orange outfit hits .,yes,yes,no,invalid,Codex visual review (not human),Deletion leaves “hits” without an object.
01089110b36e8034f0a36454,tminus,456299217,pilot/data/images/456299217.jpg,two others,"[436, 225, 496, 281]","[{""id"": ""178741"", ""box"": [71, 161, 157, 284], ""phrase"": ""A woman""}, {""id"": ""178742"", ""box"": [20, 92, 409, 317], ""phrase"": ""nearby a decorative water fountain""}]",A woman and two others are sitting nearby a decorative water fountain .,A woman and are sitting nearby a decorative water fountain .,yes,yes,no,invalid,Codex visual review (not human),Deletion leaves “woman and are sitting”.
d491c112696a16539a10057a,tminus,4726677489,pilot/data/images/4726677489.jpg,a white tank top,"[49, 135, 97, 201]","[{""id"": ""195907"", ""box"": [118, 133, 184, 221], ""phrase"": ""white t-shirt""}, {""id"": ""195899"", ""box"": [143, 124, 257, 326], ""phrase"": ""an older woman""}, {""id"": ""195908"", ""box"": [179, 121, 213, 148], ""phrase"": ""black hair""}, {""id"": ""195905"", ""box"": [165, 153, 224, 226], ""phrase"": ""white shirt""}]","Man in white t-shirt , black shorts , walking along side female with a white tank top , beige shorts , and an older woman with black hair , white shirt , black shorts .","Man in white t-shirt , black shorts , walking along side female with , beige shorts , and an older woman with black hair , white shirt , black shorts .",yes,yes,no,invalid,Codex visual review (not human),Deletion leaves an empty clothing-list item.
82f3a1403f9abef7ec1d54a8,tnatural,137444523,pilot/data/images/137444523.jpg,a green shirt,"[197, 128, 328, 295]","[{""id"": ""10540"", ""box"": [64, 129, 160, 332], ""phrase"": ""a woman""}]",A man in a green shirt and backpack is standing under cover along with a woman behind him taking a picture .,A girl in the background takes a picture as many people busily walk by .,yes,no,yes,invalid,Codex visual review (not human),Natural caption changes the control identity/facts rather than preserving them.
953ec537fe43c1ccea6ed9c2,tnatural,2537002791,pilot/data/images/2537002791.jpg,blue hat,"[126, 54, 198, 103]","[{""id"": ""56214"", ""box"": [5, 120, 186, 328], ""phrase"": ""an orange vest""}, {""id"": ""56216"", ""box"": [165, 170, 500, 334], ""phrase"": ""a large piece of equipment""}]",A man in an orange vest and blue hat smiles next to a large piece of equipment .,A man in a safety vest is posing in front of some technical equipment .,yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
3034a3f949b9b2b8fa72824f,tnatural,1389264266,pilot/data/images/1389264266.jpg,a skull face bag,"[61, 248, 158, 331]","[{""id"": ""10874"", ""box"": [38, 102, 147, 226], ""phrase"": ""a red and black shirt""}, {""id"": ""10875"", ""box"": [171, 34, 357, 474], ""phrase"": ""the other""}, {""id"": ""10876"", ""box"": [240, 222, 330, 239], ""phrase"": ""a beaded belt""}]","Two girls facing each other one has a skull face bag wearing a red and black shirt , the other is wearing a beaded belt .",A girl with pink streaked hair and fur uggs looks back while the girl walking next to her looks at her .,yes,no,yes,invalid,Codex visual review (not human),Natural caption omits the skull-bag and beaded-belt controls.
73c30972e24d969d90a362f3,tmatched,4751250311,pilot/data/images/4751250311.jpg,a red shirt,"[144, 106, 233, 247]","[{""id"": ""198594"", ""box"": [0, 301, 331, 497], ""phrase"": ""the sidewalk""}]",A man strolling down the sidewalk wearing a red shirt and jeans .,A man strolling down the sidewalk wearing a unspecified clothing and jeans .,yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
770757c8493ac5de202ba9d8,tmatched,3996889070,pilot/data/images/3996889070.jpg,a backpack,"[292, 77, 364, 139]","[{""id"": ""151327"", ""box"": [248, 173, 441, 323], ""phrase"": ""a floral patterned skirt""}, {""id"": ""151326"", ""box"": [25, 185, 424, 397], ""phrase"": ""a baby deer""}]",A young child wearing an overall dress with a floral patterned skirt and a white t-shirt pets a baby deer with a backpack on her back .,A young child wearing an overall dress with a floral patterned skirt and a white t-shirt pets a baby deer with a clothing on her back .,no,yes,no,invalid,Codex visual review (not human),Backpack is incorrectly generalized as clothing; phrase is unnatural.
58245651eac2d834362fe483,tmatched,313385842,pilot/data/images/313385842.jpg,a black t-shirt,"[165, 175, 217, 264]","[{""id"": ""95792"", ""box"": [279, 251, 332, 297], ""phrase"": ""black shorts""}, {""id"": ""95794"", ""box"": [174, 147, 215, 175], ""phrase"": ""black baseball cap""}, {""id"": ""95787"", ""box"": [273, 161, 337, 349], ""phrase"": ""a man""}, {""id"": ""95795"", ""box"": [271, 182, 339, 260], ""phrase"": ""a striped shirt""}]","A man dressed in black shorts , a black t-shirt , and a backwards black baseball cap is talking to a man wearing a striped shirt and shorts while standing behind a truck .","A man dressed in black shorts , a unspecified clothing , and a backwards black baseball cap is talking to a man wearing a striped shirt and shorts while standing behind a truck .",yes,yes,yes,valid,Codex visual review (not human),Visual review: target is visible and the edit passes the stated checks.
dc21b13b0412b729bb4f243d,tminus,3636936656,pilot/data/images/3636936656.jpg,a shoe,"[178, 354, 299, 426]","[{""id"": ""133147"", ""box"": [7, 61, 375, 247], ""phrase"": ""a produce sign""}]",A young woman who is either taking off or putting on a shoe in front of a produce sign .,A young woman who is either taking off or putting on in front of a produce sign .,yes,yes,no,invalid,Codex visual review (not human),Deletion leaves “putting on” without an object.
